order_1based,external_file_order_key,official_source_file,modality,zero_run_type,start_index_inclusive,end_index_exclusive,length_native_steps,run_ratio_of_500,relative_start,relative_end,sample_zero_row_ratio,frozen_P_values,frozen_O_values,zero_context_3_positions_diagnostic_only,certified_missingness
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,vision,interior_zero_candidate,108,109,1,0.002,0.216,0.218,0.82,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,vision,suffix_zero_ambiguous,110,500,390,0.78,0.22,1.0,0.82,2,2,0,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,prefix_zero_ambiguous,0,1,1,0.002,0.0,0.002,0.82,2,2,0,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,34,35,1,0.002,0.068,0.07,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,46,47,1,0.002,0.092,0.094,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,51,52,1,0.002,0.102,0.104,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,57,58,1,0.002,0.114,0.116,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,65,66,1,0.002,0.13,0.132,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,70,73,3,0.006,0.14,0.146,0.82,2,2,3,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,78,79,1,0.002,0.156,0.158,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,80,81,1,0.002,0.16,0.162,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,82,83,1,0.002,0.164,0.166,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,88,89,1,0.002,0.176,0.178,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,90,91,1,0.002,0.18,0.182,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,93,95,2,0.004,0.186,0.19,0.82,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,102,103,1,0.002,0.204,0.206,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,106,107,1,0.002,0.212,0.214,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,interior_zero_candidate,109,110,1,0.002,0.218,0.22,0.82,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,vision,suffix_zero_ambiguous,111,500,389,0.778,0.222,1.0,0.82,2,2,0,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,2,3,1,0.002,0.004,0.006,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,11,12,1,0.002,0.022,0.024,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,14,15,1,0.002,0.028,0.03,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,27,28,1,0.002,0.054,0.056,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,38,39,1,0.002,0.076,0.078,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,43,51,8,0.016,0.086,0.102,0.638,2,2,8,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,52,56,4,0.008,0.104,0.112,0.638,2,2,4,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,57,58,1,0.002,0.114,0.116,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,59,60,1,0.002,0.118,0.12,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,70,71,1,0.002,0.14,0.142,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,72,73,1,0.002,0.144,0.146,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,74,75,1,0.002,0.148,0.15,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,76,77,1,0.002,0.152,0.154,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,87,90,3,0.006,0.174,0.18,0.638,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,99,100,1,0.002,0.198,0.2,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,103,104,1,0.002,0.206,0.208,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,116,117,1,0.002,0.232,0.234,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,120,121,1,0.002,0.24,0.242,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,126,127,1,0.002,0.252,0.254,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,131,132,1,0.002,0.262,0.264,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,133,134,1,0.002,0.266,0.268,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,137,138,1,0.002,0.274,0.276,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,150,151,1,0.002,0.3,0.302,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,155,156,1,0.002,0.31,0.312,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,158,159,1,0.002,0.316,0.318,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,163,164,1,0.002,0.326,0.328,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,167,168,1,0.002,0.334,0.336,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,169,170,1,0.002,0.338,0.34,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,176,177,1,0.002,0.352,0.354,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,196,197,1,0.002,0.392,0.394,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,201,203,2,0.004,0.402,0.406,0.638,2,2,2,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,205,206,1,0.002,0.41,0.412,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,212,215,3,0.006,0.424,0.43,0.638,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,217,218,1,0.002,0.434,0.436,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,219,220,1,0.002,0.438,0.44,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,interior_zero_candidate,230,231,1,0.002,0.46,0.462,0.638,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,vision,suffix_zero_ambiguous,233,500,267,0.534,0.466,1.0,0.638,2,2,0,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,prefix_zero_ambiguous,0,1,1,0.002,0.0,0.002,0.93,2,2,0,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,4,5,1,0.002,0.008,0.01,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,6,7,1,0.002,0.012,0.014,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,8,10,2,0.004,0.016,0.02,0.93,2,2,2,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,13,15,2,0.004,0.026,0.03,0.93,2,2,2,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,23,24,1,0.002,0.046,0.048,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,28,29,1,0.002,0.056,0.058,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,30,31,1,0.002,0.06,0.062,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,33,37,4,0.008,0.066,0.074,0.93,2,2,4,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,39,40,1,0.002,0.078,0.08,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,interior_zero_candidate,42,43,1,0.002,0.084,0.086,0.93,2,2,1,False
21,附件3_未对齐版本_21,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,vision,suffix_zero_ambiguous,51,500,449,0.898,0.102,1.0,0.93,2,2,0,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,1,2,1,0.002,0.002,0.004,0.964,2,2,1,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,4,8,4,0.008,0.008,0.016,0.964,2,2,4,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,9,11,2,0.004,0.018,0.022,0.964,2,2,2,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,12,15,3,0.006,0.024,0.03,0.964,2,2,3,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,16,24,8,0.016,0.032,0.048,0.964,2,2,8,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,25,27,2,0.004,0.05,0.054,0.964,2,2,2,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,28,29,1,0.002,0.056,0.058,0.964,2,2,1,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,30,31,1,0.002,0.06,0.062,0.964,2,2,1,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,interior_zero_candidate,36,37,1,0.002,0.072,0.074,0.964,2,2,1,False
22,附件3_未对齐版本_22,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,vision,suffix_zero_ambiguous,41,500,459,0.918,0.082,1.0,0.964,2,2,0,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,prefix_zero_ambiguous,0,1,1,0.002,0.0,0.002,0.918,2,2,0,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,2,3,1,0.002,0.004,0.006,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,6,7,1,0.002,0.012,0.014,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,9,10,1,0.002,0.018,0.02,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,14,15,1,0.002,0.028,0.03,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,21,22,1,0.002,0.042,0.044,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,23,24,1,0.002,0.046,0.048,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,25,26,1,0.002,0.05,0.052,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,28,29,1,0.002,0.056,0.058,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.918,2,2,1,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,34,36,2,0.004,0.068,0.072,0.918,2,2,2,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,40,42,2,0.004,0.08,0.084,0.918,2,2,2,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,interior_zero_candidate,50,53,3,0.006,0.1,0.106,0.918,2,2,3,False
23,附件3_未对齐版本_23,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,vision,suffix_zero_ambiguous,58,500,442,0.884,0.116,1.0,0.918,2,2,0,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,3,5,2,0.004,0.006,0.01,0.928,2,2,2,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,8,9,1,0.002,0.016,0.018,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,15,16,1,0.002,0.03,0.032,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,18,20,2,0.004,0.036,0.04,0.928,2,2,2,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,21,22,1,0.002,0.042,0.044,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,33,34,1,0.002,0.066,0.068,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,41,42,1,0.002,0.082,0.084,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,interior_zero_candidate,43,44,1,0.002,0.086,0.088,0.928,2,2,1,False
24,附件3_未对齐版本_24,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,vision,suffix_zero_ambiguous,47,500,453,0.906,0.094,1.0,0.928,2,2,0,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,2,4,2,0.004,0.004,0.008,0.942,2,2,2,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,6,8,2,0.004,0.012,0.016,0.942,2,2,2,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,15,17,2,0.004,0.03,0.034,0.942,2,2,2,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,24,26,2,0.004,0.048,0.052,0.942,2,2,2,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,31,32,1,0.002,0.062,0.064,0.942,2,2,1,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,33,34,1,0.002,0.066,0.068,0.942,2,2,1,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,interior_zero_candidate,35,36,1,0.002,0.07,0.072,0.942,2,2,1,False
25,附件3_未对齐版本_25,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,vision,suffix_zero_ambiguous,40,500,460,0.92,0.08,1.0,0.942,2,2,0,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,5,7,2,0.004,0.01,0.014,0.798,2,2,2,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,8,9,1,0.002,0.016,0.018,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,10,12,2,0.004,0.02,0.024,0.798,2,2,2,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,16,17,1,0.002,0.032,0.034,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,18,19,1,0.002,0.036,0.038,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,23,25,2,0.004,0.046,0.05,0.798,2,2,2,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,27,32,5,0.01,0.054,0.064,0.798,2,2,5,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,36,37,1,0.002,0.072,0.074,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,38,41,3,0.006,0.076,0.082,0.798,2,2,3,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,43,44,1,0.002,0.086,0.088,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,59,60,1,0.002,0.118,0.12,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,61,62,1,0.002,0.122,0.124,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,63,64,1,0.002,0.126,0.128,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,66,67,1,0.002,0.132,0.134,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,73,74,1,0.002,0.146,0.148,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,75,76,1,0.002,0.15,0.152,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,84,85,1,0.002,0.168,0.17,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,96,97,1,0.002,0.192,0.194,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,98,99,1,0.002,0.196,0.198,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,100,101,1,0.002,0.2,0.202,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,102,103,1,0.002,0.204,0.206,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,105,106,1,0.002,0.21,0.212,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,107,108,1,0.002,0.214,0.216,0.798,2,2,1,False
26,附件3_未对齐版本_26,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,vision,interior_zero_candidate,115,119,4,0.008,0.23,0.238,0.798,2,2,4,False
